關鍵字,日期和時間,來源,事件識別碼,工作類別
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		讀取認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
稽核成功,2025/6/26 下午 10:09:40,Microsoft-Windows-Security-Auditing,5379,User Account Management,"已讀取認證管理員認證。

主旨：
	安全性識別碼：		DESKTOP-UE31B9Q\sobel
	帳戶名稱：		sobel
	帳戶網域：		DESKTOP-UE31B9Q
	登入識別碼：		0x4F84F8C
	讀取作業：		列舉認證

當使用者在認證管理員中執行儲存認證的讀取作業時，就會發生這個事件。"
